# 
# Study ERP023010: Nippostrongylus brasiliensis Genome & Transcriptome sequencing and assembly
# See Chandler .. Eccles, 2017: https://www.ncbi.nlm.nih.gov/pubmed/28491281, Eccles .. Ewbank, 2018: https://www.ncbi.nlm.nih.gov/pubmed/29325570
# Reads aligned with TopHat2 and quantified with HTSeq, by RNASeq-er: https://www.ebi.ac.uk/fg/rnaseq/api
# 
# Values are transcripts per million units (TPMs) per gene for each run
gene_id	ERR2023649	ERR2023650	ERR2023651	ERR2023646	ERR2023647	ERR2023648	ERR2023652	ERR2023653	ERR2023654
NBR_0001207401	1.38	1.6	1.06	0.21	0.31	0.44	0.94	0.54	0.52
NBR_0001207501	33.16	41.64	44.12	34.35	36.72	39.39	45.97	53.4	53.06
NBR_0001207601	18.47	21.33	18.46	13.63	14.79	15.04	21.87	21.89	19.72
NBR_0001207701	27.76	32.79	30.84	14.75	14.84	17.92	39.96	38.61	44.29
NBR_0001207801	17.28	16.27	16.9	22.98	23.13	24.93	15.17	14.55	13.91
NBR_0001207901	363.15	375.66	294.91	5.42	5.3	7.16	109.3	104.47	110.88
NBR_0001208001	1.19	2.04	0.44	0.22	0.22	0.47	1.38	1.07	1.75
NBR_0001208101	0.93	0.88	1.1	1.54	1.04	1.55	0.98	1.33	1.36
NBR_0001208201	3172.72	3265.47	3146.96	1872.66	1877.01	1842.93	3046.93	2879.83	2834.65
NBR_0001208301	58.84	69.09	66.71	98.82	110.22	94.95	70.68	68.44	62.79
NBR_0001208401	10.82	12.04	13.64	7.7	7.06	8.64	13.58	15.33	12.35
NBR_0001208501	1.15	1.59	1.29	6.4	5.53	7.19	0.99	1.73	0.94
NBR_0001208601	0.2	0.19	0.18	1.59	1.5	1.3	0.12	0.11	0.04
NBR_0001208701	0.14	0.07	0.32	4.01	3.34	3.16	0.13	0	0.06
NBR_0001208801	0	0	0	1.94	1.96	0.92	0.22	0	0
NBR_0001208901	178.04	196.84	192.88	131.09	131.41	133.1	199.78	193.5	179.83
NBR_0001209001	118.02	116.88	122.98	42.51	40.92	51.26	140.91	143.49	172.12
NBR_0001209101	79.6	82.39	73.52	1.91	1.18	1.63	69.46	62.91	63.21
NBR_0001209201	1.62	1.73	2.59	0.93	0.95	0.99	1.95	0.91	1.12
NBR_0001209301	8.29	9.57	7.24	16.13	17.37	13.77	5.65	5.54	5.19
NBR_0001209401	7.2	10.09	6.46	6.41	4.9	5.79	5.17	5.89	5.06
NBR_0001209501	19.29	18.66	15.68	56.11	49.07	51.06	10.97	11.25	11.6
NBR_0001209601	26.84	29.77	26.33	14.83	15.24	17.91	17.99	21.86	15.66
NBR_0001209701	22.24	24.68	20.44	24.97	26.46	29.08	15.65	14.61	13.81
NBR_0001209801	13.47	21.65	18.42	17.36	16.32	17.25	15.48	14.24	11.94
NBR_0001209901	24.95	25.44	25.08	39.29	40	38.28	19.18	20.63	19.49
NBR_0001210001	7.53	7.69	7.39	9.12	7.52	6.77	5.8	6.9	5.15
NBR_0001210101	1.78	1.79	1.99	1.51	1.58	1.07	1.86	1.87	2.51
NBR_0001210201	0	0.18	0	0	0	0.09	0.18	0	0
NBR_0001210301	0.93	1.41	0.68	0	0.17	0	0.71	1.17	1.02
NBR_0001210401	0	0	0	0.07	0	0.3	0	0.14	0
NBR_0001210501	0	0.13	0.12	0.12	0.12	0.13	0.51	0.48	0.25
NBR_0001210601	0.21	0	0	0	0	0.2	0	0	0
NBR_0001210701	0.7	0.66	1.17	6.13	5.89	5.38	0.79	0.84	1.28
NBR_0001210801	35.01	45.14	46.49	165.32	157.75	158.82	73.93	59.41	64.19
NBR_0001210901	0.28	0.22	0.36	0.16	0.16	0.06	0.16	0.05	0.16
NBR_0001211001	0.21	0.2	0.58	0	0.2	0	0.1	0.29	0.29
NBR_0001211101	89.87	92.2	91.62	74.09	78.35	82.71	90.72	93.08	101.69
NBR_0001211201	33.45	43.22	42.86	28.17	25.15	26.24	44.61	41	43.05
NBR_0001211301	19.77	20.14	21.19	27.02	28.67	29.55	24	22.34	23.98
NBR_0001211401	7.61	8.39	6.04	4.25	6.94	5.12	6.37	7.39	5.34
NBR_0001211501	6.7	5.99	7.79	3.67	6.04	6.1	7.01	8.41	8.83
NBR_0001211601	88.84	93.08	97.97	102.2	98.72	95.11	104.3	105.88	107.32
NBR_0001211701	17.33	20.07	20.57	33.2	31	25.38	22.15	20.12	18.94
NBR_0001211801	13.71	17.29	16.7	43.31	30.33	30.41	16.35	15.97	15.37
NBR_0001211901	0	0	0	0.49	0.25	0.26	0	0.24	0
NBR_0001212001	29.9	32.31	31.2	23.91	28.12	25.26	31.4	27.69	27.68
NBR_0001212101	2.17	1.49	1.48	0.94	0.52	1	2.18	2.62	2.72
NBR_0001212201	202	190.67	187.95	106.78	101.32	101.77	186.24	198.33	197.26
NBR_0001212301	51.82	54.4	54.51	47.3	45.34	46.2	54.25	51.51	56.78
NBR_0001212401	170.72	156.76	143.37	103.43	95.66	111.04	166.94	172.01	185.09
NBR_0001212501	0.5	0.16	0.46	3.73	3.31	4.3	0.65	0.61	0.31
NBR_0001212601	9.4	12.06	12.05	8.92	7.91	10.12	14.73	14.39	15.71
NBR_0001212701	14.15	19.43	18.66	10.67	11.18	12.68	21.33	24.6	22.22
NBR_0001212801	23.25	27.26	27.87	29.7	29.35	29.54	33.81	31.37	29.27
NBR_0001212901	55.3	53.35	60.84	143.19	128	121.74	53.7	61.05	63.33
NBR_0001213001	14.54	16.17	16.73	39.69	34.2	30.8	15.84	15.6	15.02
NBR_0001213101	4.18	3.67	3.02	0	0.1	0.11	3.18	1.68	3.74
NBR_0001213201	1.24	1.18	1.03	0.1	0.32	0.99	0.54	0.3	0.21
NBR_0001213301	17.6	19.92	22.4	27.56	23.28	34.47	22.61	20.87	19.17
NBR_0001213401	0	0	0.12	0.12	0.13	0	0	0	0.37
NBR_0001213501	0	1.42	0.27	0	0.56	0.29	0.29	0.54	0.27
NBR_0001213601	0	0	0	0	0	0	0	0	0
NBR_0001213701	0	0	0	0	0	0	0	0	0
NBR_0001213801	45.2	43.22	45.12	34.85	35.32	35.72	53.06	57.09	56.61
NBR_0001213901	41.66	36.32	38.84	34.5	34.71	44.67	36.49	36.04	38.58
NBR_0001214001	54.18	56.31	49.54	57.53	60.72	67.34	55.03	56.86	54.07
NBR_0001214101	7.94	9.72	10.43	8.44	9.82	10.19	8.61	9.33	8.18
NBR_0001214201	11.16	12.83	14.78	26.68	20.55	24.6	12.61	11.78	6.38
NBR_0001214301	8.06	9.27	8.21	16.33	17.57	17.49	6.67	7.03	6.06
NBR_0001214401	11.09	12.02	11.83	10.36	13.56	13.62	11.75	11.48	11.84
NBR_0001214501	21.69	25.25	22.34	24.63	24.2	22.17	29.11	28.64	25.88
NBR_0001214601	12.65	11.68	13.43	10.25	11.04	12.05	11.94	14.39	11.84
NBR_0001214701	45.09	44.88	37.12	20.9	22.1	26.44	40.74	33.76	31.28
NBR_0001214801	26.71	29.82	32.85	81.6	85.57	103.05	31.12	35.03	28.3
NBR_0001214901	0.47	0.11	0.43	0.32	0.55	0.58	0.11	0.21	0.22
NBR_0001215001	1.48	1.97	2.34	0.91	0.92	0.97	2	3.46	2.81
NBR_0001215101	12.04	15.55	15.61	17.48	17.37	18.35	15.62	19.57	15.03
NBR_0001215201	0.32	0.38	0.51	0.15	0.23	0.32	0.15	0.43	0.44
NBR_0001215301	0.25	0.72	0.93	0.47	0.47	0.25	0.49	1.14	0
NBR_0001215401	12.66	13.74	14.1	40.89	44.03	45.01	17.31	14.95	13.51
NBR_0001215501	2.28	1.99	4.58	0.12	0.12	0.06	4.88	5.53	7.23
NBR_0001215601	1.27	1.73	2.33	0.17	0	0	4.56	5.24	4.35
NBR_0001215701	22.83	15.85	18.82	0.1	0.11	0.11	14.85	21.56	20.9
NBR_0001215801	26.23	29.58	27.98	42.1	43.31	51.34	34.14	35.41	33.45
NBR_0001215901	4.94	3.47	3.8	0.24	0	0.77	6.76	4.21	5.5
NBR_0001216001	0.21	0.2	0.39	0	0	0	1.02	1.14	0.78
NBR_0001216101	0.86	1.48	0.98	0.2	0.1	0.05	0.98	1.06	0.54
NBR_0001216201	0.54	2.06	0.74	0	0	0.27	1.04	1.95	1.99
NBR_0001216301	57.31	58.23	62.31	29.52	30.95	31.81	76.49	81.82	68.88
NBR_0001216401	32.22	36.77	38	32.27	28.24	24.9	49.43	52.19	44.21
NBR_0001216501	27.88	30.86	26.78	53.91	54.93	48.77	34.07	33.86	27.02
NBR_0001216601	64.63	57.19	55.86	87.85	92.31	95.1	91.14	88.45	84.57
NBR_0001216701	22.97	22.61	24.41	49.83	34.44	21.66	22.8	28.91	24.06
NBR_0001216801	34.32	41.25	40.01	18.89	20.07	20.14	38.29	41.26	26.82
NBR_0001216901	14.68	18.15	22.49	10.04	12.68	15.93	18	17.67	12.63
NBR_0001217001	1.24	1.41	1.13	4.11	2.55	2.43	1.19	0.67	0.91
NBR_0001217101	85.77	99.08	98.9	46.35	56.84	47.99	91.64	89.95	75.2
NBR_0001217201	147.05	183.17	175.62	161.49	164.17	199.3	193.36	190.23	201.84
NBR_0001217301	101.92	103.53	101.68	109.78	133.61	134.52	123.71	101.86	101.98
NBR_0001217401	0	0	0	0	0	0	0	0	0
NBR_0001217501	0	0	0	0	0	0	0	0	0
NBR_0001217601	0	0	0	0.14	0	0.15	0	0	0
NBR_0001217701	0.35	0.6	0.38	0.26	0.26	0.34	0.47	0.06	0.26
NBR_0001217801	0.56	1.27	0.96	0.13	0.39	0.07	0.54	0.32	0.39
NBR_0001217901	4.88	6.17	4.98	3.55	3.22	3.04	3.32	3.25	4.38
NBR_0001218001	3.77	4.3	3.6	6.52	7.61	8.71	3.64	2.44	2.64
NBR_0001218101	1.2	0.41	0.8	2.41	2.34	0.86	0.1	0.49	0.2
NBR_0001218201	3.07	3.79	3.22	16.82	20.13	18.45	4.49	3.69	1.78
NBR_0001218301	0	0	0	0	0	0	0	0	0
NBR_0001218401	15.13	15.66	14.96	2.92	3.04	3.84	12.71	14.1	13.77
NBR_0001218501	12.49	13.1	12.02	36.91	36.02	38.75	14.06	13.57	11.44
NBR_0001218601	35.42	40.58	38.97	50.04	49.95	50.89	44.4	42.45	35.77
NBR_0001218701	14.41	12.72	13.09	15.27	21.24	19.65	11.94	12.89	14.06
NBR_0001218801	35.35	40.66	34.82	25.42	20.52	22.57	32.37	32.19	33.42
NBR_0001218901	0.48	0.23	0.22	0.67	0.45	1.19	0	0.65	0.67
NBR_0001219001	0	0	0.06	0	0	0.07	0	0.18	0.25
NBR_0001219101	0	0.17	0.17	0.22	0.4	0.24	0.06	0.11	0.11
NBR_0001219201	19.06	15.92	15.48	540.87	592.46	584.56	13.85	12.84	12.93
NBR_0001219301	30.42	32.65	32.21	38.22	38.2	39.9	37.15	38.93	33.5
NBR_0001219401	2.67	1.91	4.27	10.48	10.1	8.85	1.93	1.1	1.13
NBR_0001219501	59.7	63.27	58.51	64.91	59.8	65.73	53.13	61.32	63.59
NBR_0001219601	65.5	62.52	44.72	159.77	158.96	177.24	51.5	38.53	34.56
NBR_0001219701	4	4.22	5.23	8.79	7.57	6.89	3.1	4.05	3.35
NBR_0001219801	26.43	35.9	34.65	65.73	71.35	68.39	30.15	28.16	20.92
NBR_0001219901	29.25	37.01	32.81	54.65	63.43	64.91	28.81	31.36	29.66
NBR_0001220001	6.49	3.73	4.91	4.86	5.55	4.95	2.8	3.42	4.12
NBR_0001220101	9.45	8.64	8.98	6.57	5.96	8.64	6.4	8.17	9.04
NBR_0001220201	43.81	43.18	38.76	15.1	18.65	15.66	29.23	34.01	32.42
NBR_0001220301	1.03	0.49	1.41	0.71	1.2	1.01	0.99	1.16	0.71
NBR_0001220401	0.92	0.73	0.21	0.35	0.64	0.3	0.37	0.28	0.14
NBR_0001220501	12.91	15.3	16.29	0.05	0.14	0.15	10.32	13.02	12.34
NBR_0001220601	20.49	22.14	21.86	24.28	21.54	25.54	23.81	23.74	20.99
NBR_0001220701	1.8	2.25	2.97	4.77	4.69	3.74	2.35	1.98	2.06
NBR_0001220801	1.36	1.84	1.25	0.95	0.96	1.34	0.99	1.54	2.2
NBR_0001220901	12.18	13.41	11.32	5.52	4.74	4.94	9.42	7.83	6.37
NBR_0001221001	159.38	160.89	168.77	32.36	36.81	34.03	142.25	146.9	135.2
NBR_0001221101	0.56	0.97	0.93	0.31	0.21	0.44	0.76	0.3	1.35
NBR_0001221201	2051.33	1922.73	1886.4	1281.04	1324.39	1409.57	1749.27	1745.07	1913.46
NBR_0001221301	45.75	43.92	46.23	57.62	54.95	51.32	45.42	48.66	50.67
NBR_0001221401	25.43	30.68	26.5	43.62	47.14	53.07	24.91	27.11	22.49
NBR_0001221501	0.29	0.19	0.89	2.69	1.91	3.25	0	0.44	0
NBR_0001221601	39.43	41.49	43.81	41.22	43.09	47.1	39.09	37.96	38.29
NBR_0001221701	0.81	0.33	0.74	1.18	1.08	0.8	0.33	0.83	0.96
NBR_0001221801	0.15	0.57	0.14	0.55	0.56	1.03	0.14	0.4	0.27
NBR_0001221901	0.36	0.34	0.33	0	0.67	0.94	0.23	0.11	0.22
NBR_0001222001	25.53	29.37	27.52	108.94	119.03	114.97	30.76	31.43	26.43
NBR_0001222101	15.14	15.16	16.63	28.29	28.7	31.81	15.95	16.45	13.74
NBR_0001222201	0.12	0.34	0	0.55	0	0.23	0.23	0.21	0
NBR_0001222301	16.2	21.22	22.28	12.3	13.55	14.35	30.76	28.78	26.73
NBR_0001222401	0.41	1.04	1.62	1.13	1.15	0.8	3.54	2.7	1.63
NBR_0001222501	25.64	33.76	31.35	24.91	26.71	24.82	25.97	23.67	24.8
NBR_0001222601	74.47	76.55	73.58	110.19	103.85	107.22	79.66	74.27	81.28
NBR_0001222701	78.26	91.81	82.4	9.97	9.46	8.58	96.08	75.16	55.65
NBR_0001222801	37.6	39.19	37.81	22.13	22.6	24.64	48.31	45.47	49.74
NBR_0001222901	11.4	13.75	12.05	6.79	8.19	7.1	13.06	11.4	10.37
NBR_0001223001	0.32	0.76	0.15	0.44	0.3	1.1	0.93	1.01	0.74
NBR_0001223101	0.25	0.59	0.5	0.3	0.26	0.23	0.44	0.43	0.38
NBR_0001223201	4.56	6.79	4.53	39.38	38.8	35.07	5.92	3.92	5.11
NBR_0001223301	6.82	4.98	6.86	46.88	48.36	55.68	6.14	7.37	7.53
NBR_0001223401	56.26	53.28	55.14	28.96	29.87	33.34	68.25	63.86	68.15
NBR_0001223501	0.92	0.88	0.36	1.1	0.49	0.52	1.14	1.9	1.45
NBR_0001223601	934.35	865.28	685.18	3.45	1.84	2.89	818.44	650.59	637.74
NBR_0001223701	0.08	0.16	0.53	1.14	1.08	2.11	1.83	2.67	3.41
NBR_0001223801	21.1	23.39	25.82	73.49	77.83	79.67	25.75	23.47	25.58
NBR_0001223901	0	0	0	0	0	0.22	0	0	0.21
NBR_0001224001	5.53	5.27	4.82	23.85	23.93	23.56	8.38	4.03	4.36
NBR_0001224101	27.04	35.45	34.29	109.98	113.63	101.5	39.14	33.88	23.88
NBR_0001224201	412.34	487.38	460.3	1557.23	1657.09	1453.8	396.06	357.44	331.51
NBR_0001224301	5.1	4.4	4.3	6.41	6.05	6.43	3.61	3.3	3.52
NBR_0001224401	10.65	10.15	13.73	49.38	41.73	40.94	18.98	28.48	35.35
NBR_0001224501	0.9	1.5	1.35	0.97	1.04	0.98	1.37	1.75	1.5
NBR_0001224601	0.51	0.88	0.56	0.09	0.38	0.3	1.48	1.85	2.08
NBR_0001224701	103.66	102.52	126.45	113.59	104.18	104.87	145.76	148.92	164.86
NBR_0001224801	54.39	53.91	67.23	51.83	50.78	52.72	72.92	81.3	82.56
NBR_0001224901	0.55	0.52	0.67	3.33	3.37	2.94	0.94	0.49	0.9
NBR_0001225001	74.99	70.53	78.43	63.46	49.03	62.36	72.26	69.72	70.84
NBR_0001225101	1025.32	1067.49	1181.73	0.68	0.58	0.12	821.01	873.49	983.23
NBR_0001225201	3047.2	2604.24	2406.56	6.32	5.87	10.19	2718.27	2101.24	1980.46
NBR_0001225301	592.32	403.93	395.39	1.47	1.15	1.08	420.53	353.01	381.01
NBR_0001225401	73.62	56.7	66.08	0	0	0	48.22	51.46	70.86
NBR_0001225501	6.02	7.75	5.8	0	0	0	2.51	4.83	4.34
NBR_0001225601	1.64	1.84	1.32	1.43	0.63	1.23	1.58	1.22	1.51
NBR_0001225701	336.62	331.23	368.94	480.25	468.22	478.77	432.85	465.1	509.77
NBR_0001225801	23.78	25.19	26.76	31.25	31.95	34.31	27.78	24.91	27.19
NBR_0001225901	17.8	19.58	19.92	17.58	17.95	17.67	20.51	20.6	17.12
NBR_0001226001	2.36	1.96	1.41	6.8	7.1	9.04	1.21	0.79	0.81
NBR_0001226101	0.68	0.91	0.5	0.38	0.32	0.54	0.33	0.61	0.38
NBR_0001226201	0	0	0	0	0	0	0	0	0
NBR_0001226301	19.44	22.55	22.47	27.48	27.89	29.42	24.79	25.52	25.83
NBR_0001226401	4.75	4.93	5.13	4.47	5.98	4.83	5.74	5.75	5.64
NBR_0001226501	1.2	0.85	1.37	0.55	2.8	1.47	2.02	1.61	0.55
NBR_0001226601	2.35	2.33	2.23	0.96	1.32	1.2	0.54	0.51	0.95
NBR_0001226701	0	0	0.26	0.53	0.54	1.12	0	0	0.26
NBR_0001226801	12.57	15.57	14.43	34.84	38.38	35.95	11.05	9.68	9.51
NBR_0001226901	61.89	53.22	74.62	178.4	181.43	185.6	87.3	95.25	94.71
NBR_0001227001	5.27	5.92	6.93	350.46	463.25	516.66	4.17	3.77	3.24
NBR_0001227101	34.27	33.92	37.85	248.15	250.4	269.14	38.25	41.99	44.01
NBR_0001227201	0.15	0.41	0.41	0.37	0.4	0.32	0.65	0.66	0.51
NBR_0001227301	2.64	2.28	2.03	5.21	5.61	5.77	2.14	1.62	1.65
NBR_0001227401	0	0	0	0	0	0	0	0	0
NBR_0001227501	0.06	0	0	0	0	0.06	0	0	0
NBR_0001227601	0	0.04	0	0	0	0	0	0	0.04
NBR_0001227701	137.86	118.16	107.12	46.3	50.88	51.69	95.54	86.98	96.18
NBR_0001227801	41.29	41.92	39.21	29.11	27.8	30.07	31.89	31.63	35.89
NBR_0001227901	0	0	0	0	0	0	0	0	0
NBR_0001228001	1.6	2.64	2.02	2.82	2.51	2.54	1.72	1.18	1.38
NBR_0001228101	133.88	142.9	116.4	0.59	0.23	0.34	122.89	93.1	84.26
NBR_0001228201	1.39	1.83	2.25	7.62	8.32	9.37	1.75	1.45	0.79
NBR_0001228301	385.01	378.37	384.66	271.24	272.65	287.79	382.86	384.39	416.76
NBR_0001228401	84.15	92.49	105.43	63.28	58.28	58.06	128.1	119.13	121.23
NBR_0001228501	0.55	0.53	0.51	1.33	1.35	0.54	0.64	0.5	0
NBR_0001228601	0	0	0	0	0	0	0	0	0
NBR_0001228701	84.42	87.7	97.14	115.07	131.66	127.87	80.3	80.42	76.91
NBR_0001228801	19.85	29.06	27.75	23.21	23.8	21.54	27.25	25.45	22.45
NBR_0001228901	0.98	0.99	1.32	0.7	0.22	0.85	0.95	1.2	0.85
NBR_0001229001	0.6	0.53	0.6	0.84	0.9	1.24	0.68	0.68	0.56
NBR_0001229101	177.75	177	164.63	302.02	312.52	289.25	162.24	173.96	185.28
NBR_0001229201	174.9	150.96	144.53	111.31	131.67	144.93	178.11	180.8	169.68
NBR_0001229301	10.05	10.19	11.47	9.55	17.28	15.69	11.91	11.29	10.35
NBR_0001229401	0.92	1.74	1.56	1.81	3.06	1.8	2.52	1.77	1.69
NBR_0001229501	0.2	0.19	0	0.37	0.66	0.4	0.29	0.18	0.19
NBR_0001229601	0.35	0.16	0	0.64	0.32	0.17	0.17	0	0.32
NBR_0001229701	0	0.13	0	0	0.13	0	0	0	0.12
NBR_0001229801	17.15	19.39	20.83	11.29	12.05	13.62	22.18	23.26	19.71
NBR_0001229901	9.06	8.72	11.14	16.17	13.12	13.46	17.65	15.95	17.46
NBR_0001230001	42.77	40.04	39.77	31.27	39.92	42.19	50.51	50.17	58.96
NBR_0001230101	57.32	50.68	48.74	12.63	14.98	13.75	72.35	66.43	68.27
NBR_0001230201	28.45	29.3	29.48	29.4	30	25.48	29.24	25.98	29.27
NBR_0001230301	0.79	0.89	0.86	0.64	0.42	0.44	0.71	0.58	0.45
NBR_0001230401	12.1	15.33	16.32	15.2	15	15.74	13.59	13.4	13.37
NBR_0001230501	41.17	37.56	38.94	28	19.63	16.98	34.42	35.93	32.18
NBR_0001230601	7.7	8.37	12.18	12.38	13.29	16	12.14	11.6	10
NBR_0001230701	0	1.71	1.91	11.04	19.59	16.74	1.44	1.88	1.1
NBR_0001230801	1.29	1.92	1.51	12.22	16.51	17.51	1.95	1.98	1.35
NBR_0001230901	0	0	0	0.26	0.26	0	0.27	0	0
NBR_0001231001	27.97	37.05	38.67	99.77	105.47	102.47	24.78	20.77	19.36
NBR_0001231101	3.91	4.65	5.36	3.42	4.31	4.32	2.08	1.7	2.76
NBR_0001231201	0.66	0.31	0.15	0.76	0.61	1.13	0.16	0.44	0.6
NBR_0001231301	6.8	7.48	6.99	28.16	32.52	33.61	5.83	4.25	5.28
NBR_0001231401	7.87	9.28	11.96	9.13	7.37	7.61	17.87	14.29	17.07
NBR_0001231501	0.23	0.87	0.42	3.99	5.75	4.25	0.66	0.82	0.84
NBR_0001231601	219.89	191.18	173.03	4.75	4.06	3.2	191.21	168.45	151.28
NBR_0001231701	6.4	7.78	11.16	24.41	27.07	21.42	7.53	4.8	4.47
NBR_0001231801	6.64	10.3	10.18	23.25	24.66	24.41	11.35	9.25	9.55
NBR_0001231901	4.11	5.22	4.91	2.89	2	1.89	5.81	5.68	7.27
NBR_0001232001	31.98	38.69	29.63	62.31	76.98	74.62	17.65	18.17	16.86
NBR_0001232101	28.83	34.1	30.9	47.52	58.31	65.47	26.19	29.09	24.33
NBR_0001232201	13.76	15.49	13.89	13.71	16.8	17.22	16.36	14.37	14.8
NBR_0001232301	721.88	742.55	738.41	488.15	493.01	515.17	664.99	676.2	720.44
NBR_0001232401	0	0	0	0	0.22	0	0	0	0
NBR_0001232501	143.78	164.37	166.88	134.47	134.32	119.77	184.92	210.71	187.54
NBR_0001232601	0.44	0.42	0.4	1.01	0.72	0.75	0.21	0.69	0.2
NBR_0001232701	40.28	56.02	52.28	26.59	32.62	31.11	61.64	61.6	59.19
NBR_0001232801	32.49	30.99	23.11	25.89	22.17	22.69	13.52	13.37	10.68
NBR_0001232901	1.2	1.14	2.82	1.11	0.16	0.17	1.81	1.23	2.05
NBR_0001233001	19.77	23.75	18.46	19.65	16.56	18.78	18.65	18.77	15.96
NBR_0001233101	35.94	42.57	39.85	38.96	30.51	37.24	36.58	36.53	26.73
NBR_0001233201	2.67	3.32	2.84	1.78	1.22	1.1	4.55	3.02	2.17
NBR_0001233301	78.94	85.85	87.19	77.83	78.5	70.45	87.56	84.84	81.9
NBR_0001233401	84.07	99.27	92.74	61.52	64.3	64.42	78.3	92.09	87.58
NBR_0001233501	182.01	193.99	211.13	145.83	157.21	170.38	202.57	209.34	226.33
NBR_0001233601	123.25	134.06	134.95	165.27	144.35	120.76	114.35	130.6	131.93
NBR_0001233701	1.36	2.2	2.28	1.34	0.98	0.98	2.84	2.98	1.92
NBR_0001233801	11.28	12.48	19.34	35.17	34.33	38.11	15.08	15.99	13.49
NBR_0001233901	85.73	78.47	120.73	147.71	137.75	128.71	120.09	136.1	117.54
NBR_0001234001	27.8	30.65	31.84	25.69	27.41	26.17	26.45	25.46	27.05
NBR_0001234101	61.41	77.74	81.51	120.58	125.01	117.62	66.83	71.53	64.72
NBR_0001234201	10.15	11.05	10.2	6.59	5.74	7.1	17.53	16.21	15.47
NBR_0001234301	15.69	23.83	19.39	14.03	11.36	15.01	16.26	20.84	15.69
NBR_0001234401	57.01	72.13	61.65	70.91	80.95	87.07	68.47	54.03	49.08
NBR_0001234501	0.13	0.24	0.12	0.23	0	0.12	0.12	0.34	0.35
NBR_0001234601	31.23	29.82	25.85	12.6	11.09	12.48	27.09	20.82	19.78
NBR_0001234701	9.46	10.11	9.8	0.74	0.66	0.99	6.74	7.29	5.74
NBR_0001234801	1.29	3.38	1.92	0.3	0.91	0.79	1.24	1.6	0.59
NBR_0001234901	22.01	24.45	22.71	26.25	25.13	28.12	23.23	21.79	23.05
NBR_0001235001	0	0	0	0	0	0	0	0	0
NBR_0001235101	0	0	0	0	0	0	0	0	0
NBR_0001235201	15.2	20.03	16.19	8.58	8.78	9.28	23.65	23.26	19.85
NBR_0001235301	321.61	337.06	365.78	314.53	310.06	310.84	258.85	307.06	325.97
NBR_0001235401	16.55	18.96	19.12	8.03	7.99	9.01	20.47	21.31	18.9
NBR_0001235501	21.42	22.32	22.33	21.66	21.47	23.27	22.59	24.22	24.63
NBR_0001235601	2.39	1.89	2.97	2.08	2.23	1.11	3.83	3.04	3.42
NBR_0001235701	4.04	5.18	5.78	6.17	6.91	4.49	8.29	7.74	10.02
NBR_0001235801	13.31	18.16	16.87	53.65	58.89	52.33	20.9	21.79	17.36
NBR_0001235901	26.42	28.19	28.36	38.78	42.4	40.23	22.62	24.79	21.36
NBR_0001236001	99.31	98.15	98.98	268.87	259.57	264.76	104.45	93.24	93.72
NBR_0001236101	63.99	59.93	61.87	54.93	61.73	59.29	56.6	64.13	57.42
NBR_0001236201	0	0	0	0	0	0	0	0	0
NBR_0001236301	0	0	0	0	0.16	0	0	0	0
NBR_0001236401	0	0.92	0.59	1.79	3.63	2.86	0.31	0	0.3
NBR_0001236501	11.03	9.84	9.81	6.18	5.78	5.86	10.16	8.91	9.42
NBR_0001236601	0.28	0.74	0.1	0.46	0.52	0.44	0.05	0.05	0.05
NBR_0001236701	0	0	0.11	0.75	0.54	0.11	0	0	0
NBR_0001236801	0	0	0	0	0	0	0	0	0
NBR_0001236901	0	0	0	0	0	0	0	0	0.09
NBR_0001237001	53.51	62.13	70.68	56.39	55.36	53.28	69.8	72.8	68.15
NBR_0001237101	109.21	107.83	104.32	101.82	94.31	88.7	90.05	83.14	87.94
NBR_0001237201	0.17	0.66	0.24	0	0.24	0.26	0.5	0.78	1.2
NBR_0001237301	20.68	20.85	18.81	17.48	15.02	18.92	14.81	19.01	13.63
NBR_0001237401	2.92	2.24	3.26	1.32	1.07	1.47	3.23	4.62	4.78
NBR_0001237501	10.77	14.02	15.09	31.27	32.91	30.55	12.33	12.8	10.31
NBR_0001237601	74.55	75.35	84.32	77.92	76.47	70.96	86.12	78.46	71.93
NBR_0001237701	136.54	133.44	146.12	121.78	114.7	113.08	145.21	171.15	181.82
NBR_0001237801	0	0	0	0	0	0	0.35	0	0
NBR_0001237901	0	0	0	0	0.17	0	0	0	0.17
NBR_0001238001	0.25	0.36	0.29	0.29	0.29	0.06	0.24	0.06	0.11
NBR_0001238101	316.14	274.5	298.21	283.54	280.13	289.87	272.98	329.41	349.44
NBR_0001238201	16.9	17.87	15.81	13.73	15.58	16.65	21	19.66	19.77
NBR_0001238301	0	0	0	0	0	0	0	0	0
NBR_0001238401	7.46	8.47	8.22	16.06	16.36	16.9	6.56	6.8	6.05
NBR_0001238501	0	0.26	0	1.27	0.51	0.27	0.53	0	0
NBR_0001238601	0	0	0	0	0	0	0	0	0
NBR_0001238701	0	0	0	0	0	0	0	0	0
NBR_0001238801	8.05	10.15	12.53	3.35	3.74	3.28	13.49	12.73	15.81
NBR_0001238901	129.72	129.71	119.71	171.75	182.51	165.69	144.73	139.43	127.76
NBR_0001239001	0.08	0	0.22	0	0.08	0	0.39	0.29	0.22
NBR_0001239101	2.49	2.06	1.78	0.8	1.01	0.48	1.77	1.22	1.34
NBR_0001239201	0.13	0.13	0	0	0	0.13	0	0	0
